victim,sample_index,raw_success,natural,effective_success,raw_query,effective_query
SigLIP2,836,True,True,True,33,33
SigLIP2,837,True,True,True,35,35
SigLIP2,838,True,True,True,3,3
SigLIP2,839,True,True,True,8,8
SigLIP2,841,True,True,True,3,3
SigLIP2,842,False,False,False,100,100
SigLIP2,843,True,True,True,3,3
SigLIP2,844,True,False,False,15,100
SigLIP2,845,True,True,True,15,15
SigLIP2,846,True,True,True,3,3
SigLIP2,847,True,True,True,45,45
SigLIP2,848,True,True,True,3,3
SigLIP2,849,True,True,True,3,3
SigLIP2,852,False,False,False,100,100
SigLIP2,853,False,False,False,100,100
SigLIP2,854,True,True,True,13,13
SigLIP2,855,False,False,False,100,100
SigLIP2,856,True,True,True,5,5
SigLIP2,857,True,True,True,3,3
SigLIP2,859,False,False,False,100,100
SigLIP2,860,True,True,True,28,28
SigLIP2,861,True,True,True,23,23
SigLIP2,862,True,True,True,3,3
SigLIP2,863,True,True,True,20,20
SigLIP2,864,False,False,False,100,100
SigLIP2,865,True,True,True,3,3
SigLIP2,866,False,False,False,100,100
SigLIP2,867,True,True,True,25,25
SigLIP2,868,True,True,True,3,3
SigLIP2,869,False,False,False,100,100
SigLIP2,870,False,False,False,100,100
SigLIP2,871,False,False,False,100,100
SigLIP2,872,False,False,False,100,100
SigLIP2,873,False,False,False,100,100
SigLIP2,874,True,True,True,5,5
SigLIP2,875,False,False,False,100,100
SigLIP2,876,True,True,True,18,18
SigLIP2,877,True,True,True,3,3
SigLIP2,878,True,True,True,3,3
SigLIP2,879,True,True,True,3,3
SigLIP2,880,True,True,True,25,25
SigLIP2,881,False,False,False,100,100
SigLIP2,882,True,True,True,10,10
SigLIP2,883,True,True,True,3,3
SigLIP2,884,False,False,False,100,100
SigLIP2,885,True,True,True,3,3
SigLIP2,886,True,True,True,15,15
SigLIP2,888,True,True,True,18,18
SigLIP2,889,True,True,True,5,5
SigLIP2,890,True,True,True,8,8
SigLIP2,891,False,False,False,100,100
SigLIP2,892,False,False,False,100,100
SigLIP2,893,False,False,False,100,100
SigLIP2,894,True,True,True,3,3
SigLIP2,896,False,False,False,100,100
SigLIP2,897,True,True,True,8,8
SigLIP2,898,True,True,True,8,8
SigLIP2,899,False,False,False,100,100
SigLIP2,901,True,True,True,38,38
SigLIP2,902,False,False,False,100,100
SigLIP2,904,True,True,True,23,23
SigLIP2,905,True,True,True,3,3
SigLIP2,906,True,True,True,18,18
SigLIP2,907,False,False,False,100,100
SigLIP2,908,False,False,False,100,100
SigLIP2,909,False,False,False,100,100
SigLIP2,910,True,True,True,3,3
SigLIP2,911,False,False,False,100,100
SigLIP2,912,True,True,True,8,8
SigLIP2,913,True,True,True,3,3
SigLIP2,914,False,False,False,100,100
SigLIP2,916,False,False,False,100,100
SigLIP2,917,True,True,True,31,31
SigLIP2,918,True,True,True,3,3
SigLIP2,919,False,False,False,100,100
SigLIP2,920,True,True,True,13,13
SigLIP2,921,True,True,True,3,3
SigLIP2,922,True,True,True,3,3
SigLIP2,923,True,True,True,58,58
SigLIP2,924,False,False,False,100,100
SigLIP2,925,True,True,True,15,15
SigLIP2,926,True,True,True,15,15
SigLIP2,927,True,True,True,20,20
SigLIP2,928,True,True,True,45,45
SigLIP2,929,True,True,True,3,3
SigLIP2,931,True,True,True,21,21
SigLIP2,932,False,False,False,100,100
SigLIP2,933,True,True,True,48,48
SigLIP2,935,True,True,True,5,5
SigLIP2,936,True,True,True,5,5
SigLIP2,937,True,True,True,50,50
SigLIP2,938,False,False,False,100,100
SigLIP2,939,False,False,False,100,100
SigLIP2,941,True,True,True,5,5
SigLIP2,942,False,False,False,100,100
SigLIP2,943,True,True,True,3,3
SigLIP2,945,True,True,True,5,5
SigLIP2,946,True,True,True,30,30
SigLIP2,947,True,True,True,3,3
SigLIP2,949,True,True,True,3,3
SigLIP2,950,False,False,False,100,100
SigLIP2,951,True,True,True,8,8
SigLIP2,952,True,True,True,5,5
