victim,sample_index,raw_success,natural,effective_success,raw_query,effective_query
CLIP ViT-B/16,490,True,True,True,3,3
CLIP ViT-B/16,491,True,True,True,8,8
CLIP ViT-B/16,492,True,True,True,8,8
CLIP ViT-B/16,493,True,True,True,18,18
CLIP ViT-B/16,494,True,True,True,15,15
CLIP ViT-B/16,496,True,True,True,3,3
CLIP ViT-B/16,497,False,False,False,100,100
CLIP ViT-B/16,498,False,False,False,100,100
CLIP ViT-B/16,499,True,True,True,3,3
CLIP ViT-B/16,501,True,True,True,3,3
CLIP ViT-B/16,503,True,True,True,3,3
CLIP ViT-B/16,504,False,False,False,100,100
CLIP ViT-B/16,505,True,True,True,10,10
CLIP ViT-B/16,508,True,True,True,13,13
CLIP ViT-B/16,509,True,True,True,3,3
CLIP ViT-B/16,510,False,False,False,100,100
CLIP ViT-B/16,512,True,True,True,13,13
CLIP ViT-B/16,513,True,True,True,28,28
CLIP ViT-B/16,514,True,True,True,8,8
CLIP ViT-B/16,515,True,True,True,3,3
CLIP ViT-B/16,517,True,True,True,3,3
CLIP ViT-B/16,518,False,False,False,100,100
CLIP ViT-B/16,519,True,True,True,3,3
CLIP ViT-B/16,521,True,True,True,3,3
CLIP ViT-B/16,522,True,True,True,10,10
CLIP ViT-B/16,523,True,True,True,33,33
CLIP ViT-B/16,524,True,True,True,3,3
CLIP ViT-B/16,525,True,True,True,88,88
CLIP ViT-B/16,528,True,True,True,3,3
CLIP ViT-B/16,529,True,True,True,3,3
CLIP ViT-B/16,531,True,True,True,20,20
CLIP ViT-B/16,532,True,True,True,3,3
CLIP ViT-B/16,534,True,True,True,10,10
CLIP ViT-B/16,535,True,True,True,8,8
CLIP ViT-B/16,536,False,False,False,100,100
CLIP ViT-B/16,538,False,False,False,100,100
CLIP ViT-B/16,540,True,True,True,3,3
CLIP ViT-B/16,541,True,True,True,3,3
CLIP ViT-B/16,543,True,True,True,8,8
CLIP ViT-B/16,544,True,True,True,3,3
CLIP ViT-B/16,545,False,False,False,100,100
CLIP ViT-B/16,546,True,True,True,28,28
CLIP ViT-B/16,547,True,True,True,27,27
CLIP ViT-B/16,548,True,True,True,3,3
CLIP ViT-B/16,549,False,False,False,100,100
CLIP ViT-B/16,550,True,True,True,5,5
CLIP ViT-B/16,551,True,True,True,10,10
CLIP ViT-B/16,552,True,True,True,8,8
CLIP ViT-B/16,553,True,True,True,8,8
CLIP ViT-B/16,554,True,True,True,3,3
CLIP ViT-B/16,555,True,True,True,3,3
CLIP ViT-B/16,556,True,True,True,3,3
CLIP ViT-B/16,557,True,True,True,3,3
CLIP ViT-B/16,558,True,True,True,84,84
CLIP ViT-B/16,559,True,True,True,8,8
CLIP ViT-B/16,560,True,True,True,3,3
CLIP ViT-B/16,561,True,True,True,8,8
CLIP ViT-B/16,562,True,True,True,10,10
CLIP ViT-B/16,564,False,False,False,100,100
CLIP ViT-B/16,565,True,True,True,23,23
CLIP ViT-B/16,566,False,False,False,100,100
CLIP ViT-B/16,568,True,True,True,3,3
CLIP ViT-B/16,571,True,True,True,3,3
CLIP ViT-B/16,573,True,True,True,3,3
CLIP ViT-B/16,575,True,True,True,8,8
CLIP ViT-B/16,577,True,True,True,3,3
CLIP ViT-B/16,578,False,False,False,100,100
CLIP ViT-B/16,580,True,True,True,3,3
CLIP ViT-B/16,582,True,True,True,3,3
CLIP ViT-B/16,583,False,False,False,100,100
CLIP ViT-B/16,584,True,True,True,3,3
CLIP ViT-B/16,585,True,True,True,55,55
CLIP ViT-B/16,586,True,True,True,5,5
CLIP ViT-B/16,588,True,True,True,3,3
CLIP ViT-B/16,589,True,True,True,5,5
CLIP ViT-B/16,590,True,True,True,3,3
CLIP ViT-B/16,591,True,True,True,3,3
CLIP ViT-B/16,592,True,True,True,40,40
CLIP ViT-B/16,593,True,True,True,3,3
CLIP ViT-B/16,594,False,False,False,100,100
CLIP ViT-B/16,595,True,True,True,8,8
CLIP ViT-B/16,596,False,False,False,100,100
CLIP ViT-B/16,598,True,True,True,20,20
CLIP ViT-B/16,599,True,True,True,3,3
CLIP ViT-B/16,600,True,True,True,3,3
CLIP ViT-B/16,601,True,True,True,8,8
CLIP ViT-B/16,602,True,True,True,5,5
CLIP ViT-B/16,603,True,True,True,69,69
CLIP ViT-B/16,605,True,True,True,15,15
CLIP ViT-B/16,606,True,True,True,23,23
CLIP ViT-B/16,607,False,False,False,100,100
CLIP ViT-B/16,608,True,True,True,18,18
CLIP ViT-B/16,609,True,True,True,3,3
CLIP ViT-B/16,610,True,True,True,98,98
CLIP ViT-B/16,611,True,True,True,3,3
CLIP ViT-B/16,612,False,False,False,100,100
CLIP ViT-B/16,614,False,False,False,100,100
CLIP ViT-B/16,615,True,True,True,3,3
CLIP ViT-B/16,616,True,True,True,3,3
CLIP ViT-B/16,617,True,True,True,3,3
CLIP ViT-B/16,619,True,True,True,3,3
CLIP ViT-B/16,621,True,True,True,3,3
CLIP ViT-B/16,622,True,True,True,3,3
CLIP ViT-B/16,623,True,True,True,30,30
CLIP ViT-B/16,624,False,False,False,100,100
CLIP ViT-B/16,625,True,True,True,18,18
CLIP ViT-B/16,626,True,True,True,5,5
CLIP ViT-B/16,627,True,True,True,15,15
CLIP ViT-B/16,628,False,False,False,100,100
CLIP ViT-B/16,631,True,True,True,15,15
CLIP ViT-B/16,632,True,True,True,40,40
CLIP ViT-B/16,636,True,True,True,3,3
CLIP ViT-B/16,637,True,True,True,8,8
CLIP ViT-B/16,638,True,True,True,3,3
CLIP ViT-B/16,639,True,True,True,3,3
CLIP ViT-B/16,640,True,True,True,3,3
CLIP ViT-B/16,641,True,True,True,3,3
CLIP ViT-B/16,643,True,True,True,8,8
CLIP ViT-B/16,644,True,True,True,31,31
CLIP ViT-B/16,645,True,True,True,3,3
CLIP ViT-B/16,646,True,True,True,3,3
CLIP ViT-B/16,648,True,True,True,10,10
CLIP ViT-B/16,649,True,True,True,3,3
CLIP ViT-B/16,650,True,True,True,3,3
CLIP ViT-B/16,651,True,True,True,35,35
CLIP ViT-B/16,652,True,True,True,15,15
CLIP ViT-B/16,653,True,True,True,10,10
CLIP ViT-B/16,654,True,True,True,8,8
CLIP ViT-B/16,655,True,True,True,3,3
CLIP ViT-B/16,657,True,True,True,10,10
CLIP ViT-B/16,660,True,True,True,3,3
CLIP ViT-B/16,661,True,True,True,3,3
CLIP ViT-B/16,663,True,True,True,100,100
CLIP ViT-B/16,665,True,True,True,90,90
CLIP ViT-B/16,666,True,True,True,3,3
CLIP ViT-B/16,668,True,True,True,3,3
CLIP ViT-B/16,670,False,False,False,100,100
CLIP ViT-B/16,672,True,True,True,8,8
CLIP ViT-B/16,673,True,True,True,3,3
CLIP ViT-B/16,674,True,True,True,3,3
CLIP ViT-B/16,675,True,True,True,33,33
CLIP ViT-B/16,676,True,True,True,13,13
CLIP ViT-B/16,677,True,True,True,13,13
CLIP ViT-B/16,680,True,True,True,8,8
CLIP ViT-B/16,681,True,True,True,13,13
CLIP ViT-B/16,682,True,True,True,3,3
CLIP ViT-B/16,684,True,True,True,28,28
CLIP ViT-B/16,685,True,True,True,5,5
CLIP ViT-B/16,686,True,True,True,5,5
CLIP ViT-B/16,687,False,False,False,100,100
CLIP ViT-B/16,689,False,False,False,100,100
CLIP ViT-B/16,690,True,True,True,5,5
CLIP ViT-B/16,691,True,True,True,3,3
CLIP ViT-B/16,692,True,True,True,8,8
CLIP ViT-B/16,693,True,True,True,10,10
CLIP ViT-B/16,694,True,True,True,43,43
CLIP ViT-B/16,695,True,True,True,28,28
CLIP ViT-B/16,696,True,True,True,25,25
CLIP ViT-B/16,697,True,True,True,3,3
CLIP ViT-B/16,698,False,False,False,100,100
CLIP ViT-B/16,699,False,False,False,100,100
CLIP ViT-B/16,700,True,True,True,8,8
CLIP ViT-B/16,702,True,True,True,3,3
CLIP ViT-B/16,703,True,True,True,20,20
CLIP ViT-B/16,704,True,True,True,3,3
CLIP ViT-B/16,706,False,False,False,100,100
CLIP ViT-B/16,707,True,True,True,35,35
CLIP ViT-B/16,710,True,True,True,23,23
CLIP ViT-B/16,711,True,True,True,20,20
CLIP ViT-B/16,712,True,True,True,30,30
CLIP ViT-B/16,713,True,True,True,20,20
CLIP ViT-B/16,715,True,True,True,15,15
CLIP ViT-B/16,716,True,True,True,3,3
CLIP ViT-B/16,717,True,True,True,3,3
CLIP ViT-B/16,718,True,True,True,3,3
CLIP ViT-B/16,719,True,True,True,23,23
CLIP ViT-B/16,720,True,True,True,10,10
CLIP ViT-B/16,721,True,True,True,5,5
CLIP ViT-B/16,723,True,True,True,3,3
CLIP ViT-B/16,724,True,True,True,5,5
CLIP ViT-B/16,726,True,True,True,8,8
CLIP ViT-B/16,727,True,True,True,8,8
CLIP ViT-B/16,728,True,True,True,3,3
CLIP ViT-B/16,729,True,True,True,3,3
CLIP ViT-B/16,730,True,True,True,3,3
CLIP ViT-B/16,731,True,True,True,3,3
CLIP ViT-B/16,732,True,True,True,3,3
CLIP ViT-B/16,733,True,True,True,20,20
CLIP ViT-B/16,734,True,True,True,3,3
CLIP ViT-B/16,735,True,True,True,8,8
CLIP ViT-B/16,737,True,True,True,28,28
CLIP ViT-B/16,738,True,True,True,3,3
CLIP ViT-B/16,739,True,True,True,3,3
CLIP ViT-B/16,740,True,True,True,33,33
CLIP ViT-B/16,741,True,True,True,20,20
CLIP ViT-B/16,742,True,True,True,20,20
CLIP ViT-B/16,744,False,False,False,100,100
CLIP ViT-B/16,745,True,True,True,20,20
CLIP ViT-B/16,747,True,True,True,3,3
CLIP ViT-B/16,748,True,True,True,3,3
CLIP ViT-B/16,749,True,True,True,3,3
CLIP ViT-B/16,750,True,True,True,10,10
CLIP ViT-B/16,751,True,True,True,10,10
CLIP ViT-B/16,754,True,True,True,18,18
CLIP ViT-B/16,755,True,True,True,3,3
CLIP ViT-B/16,756,True,True,True,3,3
CLIP ViT-B/16,757,True,True,True,5,5
CLIP ViT-B/16,759,False,False,False,100,100
CLIP ViT-B/16,760,True,True,True,34,34
CLIP ViT-B/16,761,True,True,True,3,3
CLIP ViT-B/16,762,True,True,True,10,10
CLIP ViT-B/16,763,True,True,True,24,24
CLIP ViT-B/16,765,True,True,True,45,45
CLIP ViT-B/16,766,True,True,True,5,5
CLIP ViT-B/16,767,True,True,True,5,5
CLIP ViT-B/16,768,True,True,True,3,3
CLIP ViT-B/16,769,True,True,True,3,3
CLIP ViT-B/16,770,True,True,True,18,18
CLIP ViT-B/16,771,True,True,True,3,3
CLIP ViT-B/16,773,True,True,True,5,5
CLIP ViT-B/16,775,True,True,True,3,3
CLIP ViT-B/16,777,True,True,True,15,15
CLIP ViT-B/16,778,True,True,True,3,3
CLIP ViT-B/16,780,True,True,True,3,3
CLIP ViT-B/16,781,True,True,True,10,10
CLIP ViT-B/16,782,True,True,True,3,3
CLIP ViT-B/16,783,True,True,True,10,10
CLIP ViT-B/16,784,True,True,True,3,3
CLIP ViT-B/16,786,True,False,False,100,100
CLIP ViT-B/16,787,True,True,True,5,5
CLIP ViT-B/16,788,True,True,True,3,3
CLIP ViT-B/16,790,False,False,False,100,100
CLIP ViT-B/16,791,True,True,True,3,3
CLIP ViT-B/16,793,True,True,True,3,3
CLIP ViT-B/16,794,True,True,True,15,15
CLIP ViT-B/16,795,True,True,True,20,20
CLIP ViT-B/16,797,True,True,True,10,10
CLIP ViT-B/16,798,True,True,True,3,3
CLIP ViT-B/16,799,True,True,True,3,3
CLIP ViT-B/16,800,True,True,True,3,3
CLIP ViT-B/16,801,True,True,True,10,10
CLIP ViT-B/16,802,True,True,True,3,3
CLIP ViT-B/16,803,True,True,True,10,10
CLIP ViT-B/16,804,True,True,True,8,8
CLIP ViT-B/16,805,True,True,True,5,5
CLIP ViT-B/16,806,False,False,False,100,100
CLIP ViT-B/16,807,True,True,True,13,13
CLIP ViT-B/16,808,True,True,True,10,10
CLIP ViT-B/16,809,True,True,True,3,3
CLIP ViT-B/16,810,True,True,True,18,18
CLIP ViT-B/16,812,False,False,False,100,100
CLIP ViT-B/16,813,True,True,True,30,30
CLIP ViT-B/16,814,True,True,True,15,15
CLIP ViT-B/16,816,True,True,True,8,8
CLIP ViT-B/16,817,True,True,True,3,3
CLIP ViT-B/16,818,False,False,False,100,100
CLIP ViT-B/16,819,True,True,True,5,5
CLIP ViT-B/16,820,True,True,True,3,3
CLIP ViT-B/16,821,True,True,True,8,8
CLIP ViT-B/16,822,False,False,False,100,100
CLIP ViT-B/16,823,False,False,False,100,100
CLIP ViT-B/16,826,True,True,True,65,65
CLIP ViT-B/16,827,True,True,True,3,3
CLIP ViT-B/16,828,True,True,True,3,3
CLIP ViT-B/16,829,True,True,True,3,3
CLIP ViT-B/16,831,False,False,False,100,100
CLIP ViT-B/16,832,True,True,True,3,3
CLIP ViT-B/16,833,True,True,True,8,8
CLIP ViT-B/16,835,True,True,True,15,15
CLIP ViT-B/16,836,True,True,True,8,8
CLIP ViT-B/16,837,False,False,False,100,100
CLIP ViT-B/16,841,True,True,True,3,3
CLIP ViT-B/16,842,False,False,False,100,100
CLIP ViT-B/16,843,True,True,True,5,5
CLIP ViT-B/16,844,True,True,True,25,25
CLIP ViT-B/16,845,True,True,True,3,3
CLIP ViT-B/16,846,True,True,True,3,3
CLIP ViT-B/16,847,True,True,True,13,13
CLIP ViT-B/16,848,True,True,True,3,3
CLIP ViT-B/16,849,True,True,True,3,3
CLIP ViT-B/16,851,True,True,True,3,3
CLIP ViT-B/16,852,False,False,False,100,100
CLIP ViT-B/16,853,True,True,True,5,5
